_id,name,tags
684555a5e78e2a95e7cfc8a6,chevrolet enjoy tcdi ltz 7 seater,chevrolet enjoy tcdi ltz 7 seater year_mid price_midrange kms_low diesel individual manual secondowner
684555a5e78e2a95e7cfc8a7,jaguar xf 2.2 litre luxury,jaguar xf 2.2 litre luxury year_mid price_premium kms_low diesel dealer automatic firstowner
684555a5e78e2a95e7cfc8a8,mercedes-benz new c-class 220 cdi at,mercedes-benz new c-class 220 cdi at year_mid price_premium kms_mid diesel dealer automatic firstowner
684555a5e78e2a95e7cfc8a9,maruti vitara brezza zdi plus amt,maruti vitara brezza zdi plus amt year_new price_premium kms_low diesel dealer automatic firstowner
684555a5e78e2a95e7cfc8aa,audi q5 2.0 tdi,audi q5 2.0 tdi year_mid price_premium kms_high diesel dealer automatic firstowner
684555a5e78e2a95e7cfc8ab,honda city v mt,honda city v mt year_new price_premium kms_low petrol dealer manual firstowner
684555a5e78e2a95e7cfc8ac,tata tigor 1.2 revotron xt,tata tigor 1.2 revotron xt year_new price_midrange kms_low petrol individual manual firstowner
684555a5e78e2a95e7cfc8ad,audi a6 2.0 tdi  design edition,audi a6 2.0 tdi  design edition year_mid price_premium kms_mid diesel dealer automatic firstowner
684555a5e78e2a95e7cfc8ae,mercedes-benz new c-class c 220 cdi avantgarde,mercedes-benz new c-class c 220 cdi avantgarde year_mid price_premium kms_low diesel dealer automatic secondowner
684555a5e78e2a95e7cfc8af,skoda superb ambition 2.0 tdi cr at,skoda superb ambition 2.0 tdi cr at year_mid price_midrange kms_high diesel dealer automatic secondowner
684555a5e78e2a95e7cfc8b0,toyota corolla altis g at,toyota corolla altis g at year_mid price_premium kms_mid petrol individual automatic firstowner
684555a5e78e2a95e7cfc8b1,toyota innova 2.5 g (diesel) 7 seater,toyota innova 2.5 g (diesel) 7 seater year_mid price_premium kms_mid diesel individual manual firstowner
684555a5e78e2a95e7cfc8b2,jeep compass 1.4 sport plus bsiv,jeep compass 1.4 sport plus bsiv year_new price_premium kms_low petrol individual manual firstowner
684555a5e78e2a95e7cfc8b3,mercedes-benz e-class e 200 cgi elegance,mercedes-benz e-class e 200 cgi elegance year_mid price_premium kms_high petrol dealer automatic firstowner
684555a5e78e2a95e7cfc8b4,hyundai i10 magna 1.1l,hyundai i10 magna 1.1l year_mid price_midrange kms_mid petrol individual manual fourth&aboveowner
684555a5e78e2a95e7cfc8b5,bmw 3 series 320d sport line,bmw 3 series 320d sport line year_mid price_premium kms_mid diesel dealer automatic secondowner
684555a5e78e2a95e7cfc8b6,audi q7 35 tdi quattro premium,audi q7 35 tdi quattro premium year_old price_premium kms_mid diesel dealer automatic thirdowner
684555a5e78e2a95e7cfc8b7,hyundai elantra crdi s,hyundai elantra crdi s year_mid price_premium kms_mid diesel individual manual firstowner
684555a5e78e2a95e7cfc8b8,mahindra scorpio 1.99 s10,mahindra scorpio 1.99 s10 year_mid price_premium kms_mid diesel individual manual firstowner
684555a5e78e2a95e7cfc8b9,honda city i dtec v,honda city i dtec v year_mid price_midrange kms_mid diesel individual manual secondowner
684555a5e78e2a95e7cfc8ba,maruti wagon r vxi bs iv with abs,maruti wagon r vxi bs iv with abs year_mid price_midrange kms_mid petrol individual manual secondowner
684555a5e78e2a95e7cfc8bb,maruti wagon r vxi bs iv,maruti wagon r vxi bs iv year_mid price_midrange kms_mid petrol individual manual secondowner
684555a5e78e2a95e7cfc8bc,mahindra scorpio lx,mahindra scorpio lx year_old price_midrange kms_high diesel individual manual secondowner
684555a5e78e2a95e7cfc8bd,hyundai santro xing gls,hyundai santro xing gls year_old price_budget kms_mid petrol individual manual thirdowner
684555a5e78e2a95e7cfc8be,hyundai grand i10 1.2 kappa asta,hyundai grand i10 1.2 kappa asta year_new price_midrange kms_low petrol individual manual firstowner
684555a5e78e2a95e7cfc8bf,maruti alto lxi,maruti alto lxi year_old price_budget kms_mid petrol individual manual firstowner
684555a5e78e2a95e7cfc8c0,maruti swift dzire vdi optional,maruti swift dzire vdi optional year_new price_premium kms_low diesel dealer manual firstowner
684555a5e78e2a95e7cfc8c1,maruti eeco 5 seater ac bsiv,maruti eeco 5 seater ac bsiv year_new price_midrange kms_low petrol dealer manual firstowner
684555a5e78e2a95e7cfc8c2,hyundai i20 sportz 1.4 crdi,hyundai i20 sportz 1.4 crdi year_new price_premium kms_low diesel dealer manual firstowner
684555a5e78e2a95e7cfc8c3,maruti omni maruti omni mpi std bsiii 5-str w/ immobiliser,maruti omni maruti omni mpi std bsiii 5-str w/ immobiliser year_new price_midrange kms_low petrol dealer manual firstowner
684555a5e78e2a95e7cfc8c4,maruti swift zdi bsiv,maruti swift zdi bsiv year_mid price_premium kms_mid diesel dealer manual firstowner
684555a5e78e2a95e7cfc8c5,hyundai i20 2015-2017 sportz option 1.4 crdi,hyundai i20 2015-2017 sportz option 1.4 crdi year_mid price_midrange kms_mid diesel dealer manual firstowner
684555a5e78e2a95e7cfc8c6,mahindra jeep cl 500 mdi,mahindra jeep cl 500 mdi year_old price_midrange kms_mid diesel individual manual secondowner
684555a5e78e2a95e7cfc8c7,honda city i dtec vx,honda city i dtec vx year_mid price_premium kms_high diesel dealer manual firstowner
684555a5e78e2a95e7cfc8c8,tata indica dls,tata indica dls year_old price_budget kms_mid diesel individual manual firstowner
684555a5e78e2a95e7cfc8c9,hyundai eon magna plus,hyundai eon magna plus year_mid price_midrange kms_mid petrol dealer manual secondowner
684555a5e78e2a95e7cfc8ca,toyota etios gd,toyota etios gd year_mid price_midrange kms_high diesel dealer manual firstowner
684555a5e78e2a95e7cfc8cb,chevrolet tavera neo ls b3 - 7(c) seats bsiii,chevrolet tavera neo ls b3 - 7(c) seats bsiii year_mid price_midrange kms_high diesel individual manual secondowner
684555a5e78e2a95e7cfc8cc,toyota corolla altis diesel d4dg,toyota corolla altis diesel d4dg year_mid price_midrange kms_high diesel individual manual firstowner
684555a5e78e2a95e7cfc8cd,mahindra scorpio 1.99 s6 plus,mahindra scorpio 1.99 s6 plus year_new price_midrange kms_mid diesel individual manual firstowner
684555a5e78e2a95e7cfc8ce,tata indigo classic dicor,tata indigo classic dicor year_old price_budget kms_mid diesel individual manual firstowner
684555a5e78e2a95e7cfc8cf,toyota innova 2.5 v diesel 8-seater,toyota innova 2.5 v diesel 8-seater year_old price_midrange kms_high diesel individual manual thirdowner
684555a5e78e2a95e7cfc8d0,tata indica vista quadrajet ls,tata indica vista quadrajet ls year_mid price_budget kms_high diesel individual manual fourth&aboveowner
684555a5e78e2a95e7cfc8d1,maruti swift 1.3 vxi,maruti swift 1.3 vxi year_old price_budget kms_high petrol individual manual thirdowner
684555a5e78e2a95e7cfc8d2,ford ecosport 1.5 diesel titanium bsiv,ford ecosport 1.5 diesel titanium bsiv year_new price_premium kms_mid diesel individual manual firstowner
684555a5e78e2a95e7cfc8d3,maruti ciaz 1.3 delta,maruti ciaz 1.3 delta year_new price_premium kms_mid diesel individual manual firstowner
684555a5e78e2a95e7cfc8d4,honda civic 1.8 v at,honda civic 1.8 v at year_old price_budget kms_mid petrol individual automatic secondowner
684555a5e78e2a95e7cfc8d5,hyundai i10 sportz 1.2,hyundai i10 sportz 1.2 year_mid price_midrange kms_mid petrol individual manual secondowner
684555a5e78e2a95e7cfc8d6,skoda rapid 1.5 tdi elegance,skoda rapid 1.5 tdi elegance year_mid price_midrange kms_high diesel individual manual secondowner
684555a5e78e2a95e7cfc8d7,hyundai getz gls,hyundai getz gls year_old price_budget kms_high petrol individual manual thirdowner
684555a5e78e2a95e7cfc8d8,nissan terrano xl,nissan terrano xl year_mid price_premium kms_mid petrol individual manual secondowner
684555a5e78e2a95e7cfc8d9,hyundai grand i10 crdi sportz,hyundai grand i10 crdi sportz year_mid price_midrange kms_mid diesel individual manual firstowner
684555a5e78e2a95e7cfc8da,hyundai elite i20 diesel era,hyundai elite i20 diesel era year_new price_premium kms_low diesel individual manual firstowner
684555a5e78e2a95e7cfc8db,honda amaze s i-vtec,honda amaze s i-vtec year_mid price_midrange kms_low petrol dealer manual firstowner
684555a5e78e2a95e7cfc8dc,honda brio s mt,honda brio s mt year_mid price_midrange kms_low petrol dealer manual firstowner
684555a5e78e2a95e7cfc8dd,hyundai creta 1.6 sx option,hyundai creta 1.6 sx option year_new price_premium kms_low petrol dealer manual firstowner
684555a5e78e2a95e7cfc8de,mercedes-benz s-class s 350d connoisseurs edition,mercedes-benz s-class s 350d connoisseurs edition year_new price_premium kms_low diesel dealer automatic firstowner
684555a5e78e2a95e7cfc8df,mahindra xuv500 w8 2wd,mahindra xuv500 w8 2wd year_mid price_premium kms_mid diesel individual manual firstowner
684555a5e78e2a95e7cfc8e0,renault duster 85ps diesel rxl optional,renault duster 85ps diesel rxl optional year_mid price_premium kms_high diesel individual manual firstowner
684555a5e78e2a95e7cfc8e1,hyundai santro xing xo,hyundai santro xing xo year_old price_budget kms_mid petrol dealer manual secondowner
684555a5e78e2a95e7cfc8e2,mahindra bolero 2011-2019 sle,mahindra bolero 2011-2019 sle year_mid price_midrange kms_mid diesel dealer manual firstowner
684555a5e78e2a95e7cfc8e3,audi a6 2.0 tdi premium plus,audi a6 2.0 tdi premium plus year_mid price_premium kms_low diesel dealer automatic secondowner
684555a5e78e2a95e7cfc8e4,fiat avventura multijet emotion,fiat avventura multijet emotion year_mid price_midrange kms_mid diesel individual manual secondowner
684555a5e78e2a95e7cfc8e5,audi a8 4.2 tdi,audi a8 4.2 tdi year_mid price_premium kms_mid diesel dealer automatic firstowner
684555a5e78e2a95e7cfc8e6,datsun redigo 1.0 s,datsun redigo 1.0 s year_new price_midrange kms_low petrol dealer manual secondowner
684555a5e78e2a95e7cfc8e7,volkswagen jetta 1.4 tsi comfortline,volkswagen jetta 1.4 tsi comfortline year_mid price_midrange kms_mid petrol individual manual firstowner
684555a5e78e2a95e7cfc8e8,audi a4 2.0 tdi 177 bhp premium plus,audi a4 2.0 tdi 177 bhp premium plus year_mid price_premium kms_mid diesel dealer automatic firstowner
684555a5e78e2a95e7cfc8e9,mercedes-benz e-class exclusive e 200 bsiv,mercedes-benz e-class exclusive e 200 bsiv year_new price_premium kms_low petrol dealer automatic firstowner
684555a5e78e2a95e7cfc8ea,bmw x1 sdrive 20d xline,bmw x1 sdrive 20d xline year_new price_premium kms_low diesel individual automatic firstowner
684555a5e78e2a95e7cfc8eb,volvo v40 d3 r design,volvo v40 d3 r design year_new price_premium kms_low diesel dealer automatic firstowner
684555a5e78e2a95e7cfc8ec,maruti sx4 zxi bsiii,maruti sx4 zxi bsiii year_old price_budget kms_low petrol dealer manual firstowner
684555a5e78e2a95e7cfc8ed,bmw 7 series 730ld,bmw 7 series 730ld year_mid price_premium kms_mid diesel dealer automatic firstowner
684555a5e78e2a95e7cfc8ee,mahindra bolero power plus slx,mahindra bolero power plus slx year_new price_premium kms_high diesel individual manual firstowner
684555a5e78e2a95e7cfc8ef,hyundai sonata crdi m/t,hyundai sonata crdi m/t year_mid price_premium kms_high diesel individual manual firstowner
684555a5e78e2a95e7cfc8f0,nissan micra active xv petrol,nissan micra active xv petrol year_new price_midrange kms_low petrol individual manual firstowner
684555a5e78e2a95e7cfc8f1,mahindra xylo d4,mahindra xylo d4 year_new price_premium kms_mid diesel individual manual firstowner
684555a5e78e2a95e7cfc8f2,hyundai elite i20 sportz plus dual tone bsiv,hyundai elite i20 sportz plus dual tone bsiv year_new price_premium kms_low petrol individual manual firstowner
684555a5e78e2a95e7cfc8f3,renault kwid rxt,renault kwid rxt year_new price_midrange kms_low petrol individual manual firstowner
684555a5e78e2a95e7cfc8f4,mahindra xylo e4 bs iii,mahindra xylo e4 bs iii year_mid price_premium kms_mid diesel individual manual firstowner
684555a5e78e2a95e7cfc8f5,maruti sx4 zxi mt bsiv,maruti sx4 zxi mt bsiv year_mid price_midrange kms_high petrol individual manual thirdowner
684555a5e78e2a95e7cfc8f6,hyundai creta 1.4 crdi s,hyundai creta 1.4 crdi s year_mid price_premium kms_mid diesel individual manual firstowner
684555a5e78e2a95e7cfc8f7,maruti swift dzire vdi,maruti swift dzire vdi year_mid price_midrange kms_mid diesel individual manual secondowner
684555a5e78e2a95e7cfc8f8,hyundai verna 1.6 vtvt at s option,hyundai verna 1.6 vtvt at s option year_mid price_premium kms_mid petrol individual automatic firstowner
684555a5e78e2a95e7cfc8f9,mahindra scorpio lx bsiv,mahindra scorpio lx bsiv year_mid price_midrange kms_high diesel individual manual secondowner
684555a5e78e2a95e7cfc8fa,maruti sx4 vxi bsiii,maruti sx4 vxi bsiii year_old price_budget kms_high petrol individual manual secondowner
684555a5e78e2a95e7cfc8fb,maruti ertiga vdi,maruti ertiga vdi year_mid price_midrange kms_high diesel individual manual secondowner
684555a5e78e2a95e7cfc8fc,chevrolet beat diesel,chevrolet beat diesel year_mid price_budget kms_mid diesel individual manual secondowner
684555a5e78e2a95e7cfc8fd,maruti zen lx,maruti zen lx year_old price_budget kms_mid petrol individual manual firstowner
684555a5e78e2a95e7cfc8fe,maruti baleno delta 1.2,maruti baleno delta 1.2 year_new price_midrange kms_low petrol individual manual firstowner
684555a5e78e2a95e7cfc8ff,maruti swift vdi bsiii,maruti swift vdi bsiii year_old price_budget kms_high diesel individual manual fourth&aboveowner
684555a5e78e2a95e7cfc900,tata nano lx bsiv,tata nano lx bsiv year_mid price_budget kms_mid petrol individual manual secondowner
684555a5e78e2a95e7cfc901,toyota innova 2.5 gx (diesel) 8 seater,toyota innova 2.5 gx (diesel) 8 seater year_mid price_midrange kms_high diesel individual manual firstowner
684555a5e78e2a95e7cfc902,maruti ertiga shvs vdi,maruti ertiga shvs vdi year_mid price_premium kms_mid diesel individual manual secondowner
684555a5e78e2a95e7cfc903,hyundai creta 1.6 crdi sx,hyundai creta 1.6 crdi sx year_mid price_premium kms_mid diesel individual manual secondowner
684555a5e78e2a95e7cfc904,honda amaze s i-vtech,honda amaze s i-vtech year_mid price_midrange kms_mid petrol individual manual firstowner
684555a5e78e2a95e7cfc905,tata indica vista aqua 1.4 tdi,tata indica vista aqua 1.4 tdi year_mid price_budget kms_mid diesel individual manual secondowner
684555a5e78e2a95e7cfc906,chevrolet tavera neo 2 ls b4 7 str bsiii,chevrolet tavera neo 2 ls b4 7 str bsiii year_mid price_midrange kms_high diesel individual manual thirdowner
684555a5e78e2a95e7cfc907,chevrolet cruze ltz,chevrolet cruze ltz year_mid price_premium kms_low diesel dealer manual firstowner
684555a5e78e2a95e7cfc908,ford figo aspire 1.2 ti-vct titanium plus,ford figo aspire 1.2 ti-vct titanium plus year_mid price_midrange kms_low petrol dealer manual firstowner
684555a5e78e2a95e7cfc909,ford ecosport 1.5 diesel titanium plus bsiv,ford ecosport 1.5 diesel titanium plus bsiv year_new price_premium kms_mid diesel dealer manual firstowner
684555a5e78e2a95e7cfc90a,hyundai i10 sportz 1.1l,hyundai i10 sportz 1.1l year_mid price_midrange kms_mid petrol individual manual firstowner
684555a5e78e2a95e7cfc90b,maruti 800 std,maruti 800 std year_old price_budget kms_mid petrol individual manual fourth&aboveowner
684555a5e78e2a95e7cfc90c,chevrolet spark 1.0 ls,chevrolet spark 1.0 ls year_mid price_budget kms_mid petrol individual manual firstowner
684555a5e78e2a95e7cfc90d,hyundai eon era plus,hyundai eon era plus year_mid price_budget kms_mid petrol individual manual firstowner
684555a5e78e2a95e7cfc90e,tata indica vista aqua tdi bsiii,tata indica vista aqua tdi bsiii year_mid price_budget kms_mid diesel individual manual firstowner
684555a5e78e2a95e7cfc90f,hyundai santro lp zipplus,hyundai santro lp zipplus year_old price_budget kms_mid petrol individual manual firstowner
684555a5e78e2a95e7cfc910,tata bolt quadrajet xe,tata bolt quadrajet xe year_mid price_midrange kms_high diesel individual manual firstowner
684555a5e78e2a95e7cfc911,maruti 800 ac bsiii,maruti 800 ac bsiii year_old price_budget kms_low petrol individual manual firstowner
684555a5e78e2a95e7cfc912,hyundai i20 magna 1.2,hyundai i20 magna 1.2 year_mid price_midrange kms_low petrol individual manual firstowner
684555a5e78e2a95e7cfc913,hyundai i20 1.2 asta,hyundai i20 1.2 asta year_new price_premium kms_low petrol individual manual firstowner
684555a5e78e2a95e7cfc914,maruti ciaz vdi plus,maruti ciaz vdi plus year_mid price_midrange kms_high diesel individual manual firstowner
684555a5e78e2a95e7cfc915,hyundai i20 asta 1.4 crdi,hyundai i20 asta 1.4 crdi year_mid price_midrange kms_mid diesel individual manual firstowner
684555a5e78e2a95e7cfc916,hyundai santro le,hyundai santro le year_old price_budget kms_mid petrol individual manual firstowner
684555a5e78e2a95e7cfc917,maruti vitara brezza vdi,maruti vitara brezza vdi year_new price_premium kms_mid diesel individual manual firstowner
684555a5e78e2a95e7cfc918,hyundai santro xing xl erlx euro iii,hyundai santro xing xl erlx euro iii year_old price_budget kms_high petrol individual manual secondowner
684555a5e78e2a95e7cfc919,hyundai getz 1.3 gls,hyundai getz 1.3 gls year_old price_midrange kms_mid petrol individual manual firstowner
684555a5e78e2a95e7cfc91a,mahindra quanto c8,mahindra quanto c8 year_mid price_budget kms_high diesel individual manual secondowner
684555a5e78e2a95e7cfc91b,chevrolet tavera neo 3 ls 7 c bsiii,chevrolet tavera neo 3 ls 7 c bsiii year_mid price_midrange kms_high diesel individual manual firstowner
684555a5e78e2a95e7cfc91c,maruti wagon r duo lpg,maruti wagon r duo lpg year_mid price_midrange kms_high lpg individual manual firstowner
684555a5e78e2a95e7cfc91d,maruti wagon r lxi,maruti wagon r lxi year_new price_midrange kms_high petrol individual manual firstowner
684555a5e78e2a95e7cfc91e,chevrolet enjoy 1.3 tcdi ls 8,chevrolet enjoy 1.3 tcdi ls 8 year_mid price_midrange kms_high diesel individual manual firstowner
684555a5e78e2a95e7cfc91f,honda city i vtec sv,honda city i vtec sv year_mid price_premium kms_mid petrol individual manual firstowner
684555a5e78e2a95e7cfc920,jaguar xj 5.0 l v8 supercharged,jaguar xj 5.0 l v8 supercharged year_mid price_premium kms_mid petrol individual automatic secondowner
684555a5e78e2a95e7cfc921,honda brio e mt,honda brio e mt year_mid price_midrange kms_mid petrol individual manual secondowner
684555a5e78e2a95e7cfc922,maruti swift vvt zxi,maruti swift vvt zxi year_new price_midrange kms_mid petrol individual manual firstowner
684555a5e78e2a95e7cfc923,tata indigo cr4,tata indigo cr4 year_mid price_budget kms_high diesel individual manual firstowner
684555a5e78e2a95e7cfc924,hyundai i10 asta at,hyundai i10 asta at year_mid price_midrange kms_mid petrol individual automatic secondowner
684555a5e78e2a95e7cfc925,chevrolet beat lt,chevrolet beat lt year_mid price_midrange kms_mid petrol individual manual firstowner
684555a5e78e2a95e7cfc926,maruti swift vdi bsiv,maruti swift vdi bsiv year_mid price_midrange kms_high diesel individual manual thirdowner
684555a5e78e2a95e7cfc927,renault duster 110ps diesel rxz,renault duster 110ps diesel rxz year_mid price_midrange kms_high diesel individual manual secondowner
684555a5e78e2a95e7cfc928,hyundai santro xing xg,hyundai santro xing xg year_old price_budget kms_high petrol individual manual thirdowner
684555a5e78e2a95e7cfc929,maruti swift dzire zxi plus,maruti swift dzire zxi plus year_new price_premium kms_low petrol individual manual firstowner
684555a5e78e2a95e7cfc92a,maruti alto k10 lxi cng,maruti alto k10 lxi cng year_new price_midrange kms_mid cng individual manual firstowner
684555a5e78e2a95e7cfc92b,maruti 800 std bsii,maruti 800 std bsii year_old price_budget kms_mid petrol individual manual secondowner
684555a5e78e2a95e7cfc92c,tata nano lx se,tata nano lx se year_mid price_budget kms_low petrol individual manual firstowner
684555a5e78e2a95e7cfc92d,skoda rapid 1.6 mpi ambition with alloy wheel,skoda rapid 1.6 mpi ambition with alloy wheel year_mid price_premium kms_low petrol individual manual firstowner
684555a5e78e2a95e7cfc92e,maruti alto k10 vxi,maruti alto k10 vxi year_new price_midrange kms_low petrol individual manual firstowner
684555a5e78e2a95e7cfc92f,maruti ciaz 1.4 delta,maruti ciaz 1.4 delta year_new price_premium kms_mid petrol individual manual firstowner
684555a5e78e2a95e7cfc930,maruti alto lx,maruti alto lx year_old price_budget kms_mid petrol individual manual secondowner
684555a5e78e2a95e7cfc931,hyundai i20 asta,hyundai i20 asta year_old price_midrange kms_high petrol individual manual secondowner
684555a5e78e2a95e7cfc932,tata nexon 1.2 revotron xm,tata nexon 1.2 revotron xm year_new price_midrange kms_low petrol individual manual firstowner
684555a5e78e2a95e7cfc933,maruti zen d,maruti zen d year_old price_budget kms_high diesel individual manual secondowner
684555a5e78e2a95e7cfc934,volkswagen vento celeste 1.5 tdi highline at,volkswagen vento celeste 1.5 tdi highline at year_mid price_premium kms_mid diesel individual automatic firstowner
684555a5e78e2a95e7cfc935,maruti eeco 7 seater standard bsiv,maruti eeco 7 seater standard bsiv year_new price_midrange kms_low petrol individual manual firstowner
684555a5e78e2a95e7cfc936,honda city 1.5 exi,honda city 1.5 exi year_old price_budget kms_high petrol individual manual secondowner
684555a5e78e2a95e7cfc937,maruti sx4 zxi with leather bsiii,maruti sx4 zxi with leather bsiii year_old price_budget kms_mid petrol individual manual firstowner
684555a5e78e2a95e7cfc938,ford figo diesel titanium,ford figo diesel titanium year_mid price_budget kms_high diesel individual manual thirdowner
684555a5e78e2a95e7cfc939,mahindra xylo e4,mahindra xylo e4 year_old price_midrange kms_high diesel individual manual thirdowner
684555a5e78e2a95e7cfc93a,maruti esteem vxi - bsiii,maruti esteem vxi - bsiii year_old price_budget kms_mid petrol individual manual thirdowner
684555a5e78e2a95e7cfc93b,hyundai i20 1.2 sportz,hyundai i20 1.2 sportz year_mid price_midrange kms_high petrol individual manual thirdowner
684555a5e78e2a95e7cfc93c,chevrolet beat diesel lt,chevrolet beat diesel lt year_mid price_budget kms_mid diesel individual manual firstowner
684555a5e78e2a95e7cfc93d,chevrolet cruze ltz at,chevrolet cruze ltz at year_mid price_premium kms_mid diesel individual automatic firstowner
684555a5e78e2a95e7cfc93e,nissan micra xl,nissan micra xl year_mid price_midrange kms_mid petrol individual manual secondowner
684555a5e78e2a95e7cfc93f,bmw 5 series 520d luxury line,bmw 5 series 520d luxury line year_new price_premium kms_mid diesel individual automatic firstowner
684555a5e78e2a95e7cfc940,hyundai eon era plus option,hyundai eon era plus option year_mid price_midrange kms_mid petrol dealer manual firstowner
684555a5e78e2a95e7cfc941,fiat linea t jet emotion,fiat linea t jet emotion year_new price_premium kms_low petrol dealer manual firstowner
684555a5e78e2a95e7cfc942,renault scala rxl,renault scala rxl year_mid price_midrange kms_mid petrol dealer manual firstowner
684555a5e78e2a95e7cfc943,ford figo petrol titanium,ford figo petrol titanium year_mid price_midrange kms_mid petrol dealer manual firstowner
684555a5e78e2a95e7cfc944,maruti ciaz zdi shvs,maruti ciaz zdi shvs year_mid price_premium kms_mid diesel individual manual firstowner
684555a5e78e2a95e7cfc945,skoda rapid 1.5 tdi ambition bsiv,skoda rapid 1.5 tdi ambition bsiv year_new price_premium kms_low diesel dealer manual firstowner
684555a5e78e2a95e7cfc946,mahindra xuv500 w6 2wd,mahindra xuv500 w6 2wd year_new price_premium kms_mid diesel individual manual firstowner
684555a5e78e2a95e7cfc947,mahindra xuv300 w8 option,mahindra xuv300 w8 option year_new price_premium kms_low petrol dealer manual firstowner
684555a5e78e2a95e7cfc948,maruti ertiga shvs zdi,maruti ertiga shvs zdi year_mid price_midrange kms_high diesel individual manual secondowner
684555a5e78e2a95e7cfc949,nissan terrano xe d,nissan terrano xe d year_mid price_midrange kms_mid diesel dealer manual firstowner
684555a5e78e2a95e7cfc94a,maruti s-cross facelift,maruti s-cross facelift year_new price_premium kms_mid diesel individual manual firstowner
684555a5e78e2a95e7cfc94b,hyundai i20 magna 1.4 crdi (diesel),hyundai i20 magna 1.4 crdi (diesel) year_mid price_midrange kms_mid diesel dealer manual firstowner
684555a5e78e2a95e7cfc94c,mercedes-benz new c-class c 220 cdi be avantgare,mercedes-benz new c-class c 220 cdi be avantgare year_mid price_premium kms_low diesel individual automatic firstowner
684555a5e78e2a95e7cfc94d,volkswagen ameo 1.5 tdi highline,volkswagen ameo 1.5 tdi highline year_new price_premium kms_mid diesel dealer manual firstowner
684555a5e78e2a95e7cfc94e,maruti omni lpg cargo bsiii w immobiliser,maruti omni lpg cargo bsiii w immobiliser year_old price_budget kms_high lpg individual manual secondowner
684555a5e78e2a95e7cfc94f,hyundai verna i (petrol),hyundai verna i (petrol) year_old price_budget kms_high petrol individual manual secondowner
684555a5e78e2a95e7cfc950,mahindra renault logan 1.5 dls,mahindra renault logan 1.5 dls year_old price_budget kms_high diesel individual manual firstowner
684555a5e78e2a95e7cfc951,chevrolet optra magnum 2.0 ls bsiii,chevrolet optra magnum 2.0 ls bsiii year_mid price_budget kms_high diesel individual manual firstowner
684555a5e78e2a95e7cfc952,mahindra scorpio s11 bsiv,mahindra scorpio s11 bsiv year_new price_premium kms_low diesel individual manual firstowner
684555a5e78e2a95e7cfc953,hyundai i20 active 1.2 sx,hyundai i20 active 1.2 sx year_new price_premium kms_low petrol individual manual firstowner
684555a5e78e2a95e7cfc954,maruti sx4 celebration diesel,maruti sx4 celebration diesel year_mid price_midrange kms_mid diesel individual manual secondowner
684555a5e78e2a95e7cfc955,hyundai grand i10 magna,hyundai grand i10 magna year_mid price_midrange kms_high petrol individual manual firstowner
684555a5e78e2a95e7cfc956,maruti alto lxi bsiii,maruti alto lxi bsiii year_old price_budget kms_mid petrol individual manual firstowner
684555a5e78e2a95e7cfc957,hyundai i10 era,hyundai i10 era year_mid price_budget kms_high petrol individual manual secondowner
684555a5e78e2a95e7cfc958,toyota innova 2.5 v diesel 7-seater,toyota innova 2.5 v diesel 7-seater year_mid price_premium kms_high diesel individual manual secondowner
684555a5e78e2a95e7cfc959,honda mobilio v i dtec,honda mobilio v i dtec year_mid price_midrange kms_high diesel individual manual firstowner
